NOMEDEP,DE,DISTR,MUN,TIPOESC,COD_ESC,NOMESC,DS_PAIS, Nº ALUNOS ,DS_PAIS2,Qntd de Alunos,NOMESC3,Qntd por nacionalidade
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8357,JOAO GALEAO CARVALHAL SENADOR,Venezuela,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8369,JOAO BAPTISTA MARIGO MARTINS,Japão,2,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8369,JOAO BAPTISTA MARIGO MARTINS,Venezuela,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8382,JOSE CALVITTI FILHO PROFESSOR,Angola,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8424,NELSON PIZZOTTI MENDES PROFESSOR,Haiti,3,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8436,ONDINA RIVERA MIRANDA CINTRA PROFESSORA,Venezuela,2,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8448,FIORAVANTE ZAMPOL,Portugal,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8448,FIORAVANTE ZAMPOL,Venezuela,3,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8459,WALDOMIRO GUIMARAES PROFESSOR,Venezuela,5,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8461,NAGIB MIGUEL ELCHMER PROFESSOR,Japão,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8473,WANDA BENTO GONCALVES PROFESSORA,Estados Unidos da América,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8473,WANDA BENTO GONCALVES PROFESSORA,Haiti,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8473,WANDA BENTO GONCALVES PROFESSORA,Venezuela,6,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8497,JOAO PAULO I PAPA,Venezuela,3,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8540,AMARAL WAGNER,Bolívia,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8540,AMARAL WAGNER,Japão,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8564,CARLINA CACAPAVA DE MELLO PROFESSORA,Bolívia,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8564,CARLINA CACAPAVA DE MELLO PROFESSORA,Japão,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8576,ADAMASTOR DE CARVALHO PROFESSOR,Haiti,5,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8606,JOSE HENRIQUE DE PAULA E SILVA PROFESSOR,Bolívia,3,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8606,JOSE HENRIQUE DE PAULA E SILVA PROFESSOR,Colômbia,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8606,JOSE HENRIQUE DE PAULA E SILVA PROFESSOR,Portugal,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8618,JOAQUIM DA FONSECA SARAIVA,Japão,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8624,CARLOS GARCIA DOUTOR,Portugal,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8643,VISCONDE DE TAUNAY,Venezuela,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8667,ARISTIDES GREVE PADRE,Cuba,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8667,ARISTIDES GREVE PADRE,Haiti,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8667,ARISTIDES GREVE PADRE,Moçambique,2,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8667,ARISTIDES GREVE PADRE,Venezuela,3,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8734,FELICIO LAURITO DOUTOR,Venezuela,2,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8746,RUBENS MOREIRA DA ROCHA PROFESSOR,Cuba,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8746,RUBENS MOREIRA DA ROCHA PROFESSOR,Haiti,4,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,8746,RUBENS MOREIRA DA ROCHA PROFESSOR,Japão,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,36213,PERCIO PUCCINI PROFESSOR,Venezuela,2,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,37266,MARIA DE LOURDES GUIMARAES PROFESSORA,Venezuela,8,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,286217,FRANCISCA HELENA FURIA II PROFESSORA,Bolívia,2,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,902007,ATILLIO TOGNATO,Japão,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,907170,GABRIEL GONCALVES PROFESSOR,Cuba,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,916985,EDEVALDO PERASSI PROFESSOR,Venezuela,6,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,921361,ODNEI MARIA MARTINS SANTURBANO PROFESSORA,Haiti,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,921361,ODNEI MARIA MARTINS SANTURBANO PROFESSORA,Venezuela,2,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,923370,16 DE JULHO,Japão,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,925639,PARQUE MARAJOARA II,Bolívia,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,925639,PARQUE MARAJOARA II,Colômbia,3,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,925639,PARQUE MARAJOARA II,Portugal,1,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,925640,CELSO AUGUSTO DANIEL PREFEITO ENGENHEIRO,Haiti,2,,,,
ESTADUAL - SE,SANTO ANDRE,SANTO ANDRE,SANTO ANDRE,8,925640,CELSO AUGUSTO DANIEL PREFEITO ENGENHEIRO,Venezuela,3,,,,
ESTADUAL - SE,SANTOS,BERTIOGA,BERTIOGA,8,11605,ARMANDO BELLEGARD PROFESSOR,Japão,1,,,,
ESTADUAL - SE,SANTOS,BERTIOGA,BERTIOGA,8,909798,MARIA APARECIDA PINTO DE ABREU MAGNO PROFESSORA,Japão,1,,,,
ESTADUAL - SE,SANTOS,BERTIOGA,BERTIOGA,8,921749,PRAIA DE BORACEIA,Venezuela,3,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,3,482473,CEEJA LUIZ CARLOS ROMAZZINI,Cuba,1,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,3,482473,CEEJA LUIZ CARLOS ROMAZZINI,Haiti,1,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,3,482473,CEEJA LUIZ CARLOS ROMAZZINI,Japão,1,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,8,11526,EMIDIO JOSE PINHEIRO PROFESSOR,Venezuela,3,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,8,11548,RAQUEL DE CASTRO FERREIRA PROFESSORA,Cuba,1,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,8,11587,VICENTE DE CARVALHO,Equador,1,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,8,11587,VICENTE DE CARVALHO,Portugal,1,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,8,38775,DOMINGOS DE SOUZA PREFEITO,Paraguai,1,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,8,38775,DOMINGOS DE SOUZA PREFEITO,Portugal,1,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,8,42122,LUCAS NOGUEIRA GARCEZ PROFESSOR,Haiti,1,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,8,42122,LUCAS NOGUEIRA GARCEZ PROFESSOR,Rússia,1,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,8,43345,MILTON BORGES YPIRANGA,Venezuela,1,,,,
ESTADUAL - SE,SANTOS,GUARUJA,GUARUJA,8,903073,JACONIAS LEITE DA SILVA PASTOR,Venezuela,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,3,980080,CEEJA MARIA APARECIDA PASQUALETO FIGUEIREDO,Costa Rica,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,3,980080,CEEJA MARIA APARECIDA PASQUALETO FIGUEIREDO,Cuba,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,3,980080,CEEJA MARIA APARECIDA PASQUALETO FIGUEIREDO,Haiti,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,3,980080,CEEJA MARIA APARECIDA PASQUALETO FIGUEIREDO,Nigéria,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,3,980080,CEEJA MARIA APARECIDA PASQUALETO FIGUEIREDO,Rússia,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,3,980080,CEEJA MARIA APARECIDA PASQUALETO FIGUEIREDO,Síria,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,6,985594,CEL JTO A EE OLGA CURY,Bolívia,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11708,AZEVEDO JUNIOR,Venezuela,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11721,SAO LEOPOLDO VISCONDE DE,Itália,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11721,SAO LEOPOLDO VISCONDE DE,Portugal,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11757,LUIZA MACUCO DONA,Itália,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11782,SUETONIO BITTENCOURT JUNIOR PROFESSOR,Colômbia,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11794,NEVES PRADO MONTEIRO,Colômbia,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11812,FERNANDO DE AZEVEDO PROFESSOR,Venezuela,3,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11824,PRIMO FERREIRA PROFESSOR,Bolívia,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11824,PRIMO FERREIRA PROFESSOR,Haiti,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11824,PRIMO FERREIRA PROFESSOR,Venezuela,2,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11836,CANADA,Nigéria,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11836,CANADA,Paraguai,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11897,ANTONIO ABLAS FILHO DOUTOR,Nigéria,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11903,BARNABE,Haiti,3,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11927,MARQUES DE SAO VICENTE,Reino Unido da Grã-Bretanha e Irlanda do Norte,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,11940,FRANCISCO MEIRA PROFESSOR,Equador,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,38805,JOAO OCTAVIO DOS SANTOS,Venezuela,3,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,46164,OLGA CURY,Bolívia,2,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,46164,OLGA CURY,Cazaquistão,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,905021,GRACINDA MARIA FERREIRA PROFESSORA,Cuba,1,,,,
ESTADUAL - SE,SANTOS,SANTOS,SANTOS,8,909816,EMILIO JUSTO DEPUTADO,Venezuela,3,,,,
ESTADUAL - SE,SANTOS,VICENTE DE CARVALHO,GUARUJA,8,11484,WALTER SCHEPIS PROFESSOR,Colômbia,1,,,,
ESTADUAL - SE,SANTOS,VICENTE DE CARVALHO,GUARUJA,8,11514,DINIZ MARTINS PROFESSOR,Peru,1,,,,
ESTADUAL - SE,SANTOS,VICENTE DE CARVALHO,GUARUJA,8,37217,FRANCISCO PAIVA DE FIGUEIREDO PASTOR,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,6,985200,CEL JTO A EE 20 DE AGOSTO,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,8801,FAUSTO CARDOSO FIGUEIRA DE MELLO DOUTOR,Venezuela,3,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,8813,JOAO BATISTA BERNARDES PROFESSOR,Haiti,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,8825,LAUDO FERREIRA DE CAMARGO MINISTRO,Venezuela,4,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,8849,EUCLYDES DESLANDES PROFESSOR,Venezuela,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,8886,FRANCISCO PRESTES MAIA ENGENHEIRO,Venezuela,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,8898,MATHIAS OCTAVIO ROXO NOBRE DOUTOR,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,8904,JOSE JORGE DO AMARAL PROFESSOR,Japão,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,8904,JOSE JORGE DO AMARAL PROFESSOR,Portugal,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,8904,JOSE JORGE DO AMARAL PROFESSOR,Venezuela,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,8916,MARIA PIRES PROFESSORA,Uruguai,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9003,JORGE RAHME PROFESSOR,Japão,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9015,MIZUHO ABUNDANCIA,Venezuela,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9106,JOSE FORNARI DOUTOR,Estados Unidos da América,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9106,JOSE FORNARI DOUTOR,Haiti,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9106,JOSE FORNARI DOUTOR,Japão,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9118,MARIA LUIZA FERRARI CICERO PROFESSORA,Arábia Saudita,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9118,MARIA LUIZA FERRARI CICERO PROFESSORA,Argentina,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9118,MARIA LUIZA FERRARI CICERO PROFESSORA,Bolívia,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9118,MARIA LUIZA FERRARI CICERO PROFESSORA,Venezuela,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9131,MAURICIO ANTUNES FERRAZ PROFESSOR,Chile,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9246,CARLOS PEZZOLO PROFESSOR,Bolívia,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9246,CARLOS PEZZOLO PROFESSOR,Marrocos,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9246,CARLOS PEZZOLO PROFESSOR,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9261,JOAO RAMALHO,Angola,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9261,JOAO RAMALHO,Síria,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9283,20 DE AGOSTO,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9295,WALLACE COCKRANE SIMONSEN,Chile,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9295,WALLACE COCKRANE SIMONSEN,Colômbia,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9295,WALLACE COCKRANE SIMONSEN,Iémen,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9295,WALLACE COCKRANE SIMONSEN,Nova Zelândia (Aotearoa),1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9295,WALLACE COCKRANE SIMONSEN,Rússia,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9295,WALLACE COCKRANE SIMONSEN,Síria,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9295,WALLACE COCKRANE SIMONSEN,Tunísia,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9295,WALLACE COCKRANE SIMONSEN,Venezuela,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9325,ANESIA LOUREIRO GAMA PROFESSORA,Colômbia,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9325,ANESIA LOUREIRO GAMA PROFESSORA,Peru,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9337,CYNIRA PIRES DOS SANTOS PROFESSORA,Japão,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,9337,CYNIRA PIRES DOS SANTOS PROFESSORA,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,39548,VLADIMIR HERZOG JORNALISTA,Venezuela,3,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,41257,FAUSTINA PINHEIRO SILVA PROFESSORA,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,41269,DOMINGOS PEIXOTO DA SILVA PROFESSOR,Haiti,3,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,41282,MARIA OSORIO TEIXEIRA PROFESSORA,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,41294,JEAN PIAGET,Estados Unidos da América,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,41294,JEAN PIAGET,Venezuela,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,42043,PALMIRA GRASSIOTTO FERREIRA DA SILVA PROF,Haiti,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,42043,PALMIRA GRASSIOTTO FERREIRA DA SILVA PROF,Venezuela,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,42055,BRAZILIA TONDI DE LIMA,Haiti,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,42055,BRAZILIA TONDI DE LIMA,Portugal,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,46516,ISMAEL DA SILVA JUNIOR PROFESSOR,Japão,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,902020,LUIS DOS SANTOS METALURGICO,Bolívia,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,904958,FRANCISCO CRISTIANO LIMA DE FREITAS,Venezuela,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,904971,MARISTELA VIEIRA PROFESSORA,Venezuela,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,907182,MARIO FRANCISCON,Japão,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,907182,MARIO FRANCISCON,Venezuela,6,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,908745,NEUSA FIGUEIREDO MARCAL PROFESSORA,Japão,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,908757,MARIA AUXILIADORA MARQUES PROFESSORA,Colômbia,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,908757,MARIA AUXILIADORA MARQUES PROFESSORA,Cuba,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,908769,VILMA APPARECIDA ANSELMO SILVEIRA PROFESSORA,Japão,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,908769,VILMA APPARECIDA ANSELMO SILVEIRA PROFESSORA,Venezuela,7,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,915750,CELIO LUIZ NEGRINI PROFESSOR,Venezuela,3,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,921105,AYRTON SENNA DA SILVA,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,923904,SERGIO VIEIRA DE MELLO DIPLOMATA,Venezuela,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,924210,TEREZA DELTA,Peru,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,924210,TEREZA DELTA,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,924428,MAURICIO DE CASTRO,China,2,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,8,924428,MAURICIO DE CASTRO,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO CAETANO DO SUL,SAO CAETANO DO SUL,6,985211,CEL JTO A EE IDALINA MACEDO COSTA SODRE DONA,Haiti,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO CAETANO DO SUL,SAO CAETANO DO SUL,6,985211,CEL JTO A EE IDALINA MACEDO COSTA SODRE DONA,Venezuela,1,,,,
ESTADUAL - SE,SAO BERNARDO DO CAMPO,SAO CAETANO DO SUL,SAO CAETANO DO SUL,8,9350,MARIA TRUJILO TORLONI,Paraguai,1,,,,
