NOMEDEP,DE,DISTR,MUN,TIPOESC,COD_ESC,NOMESC,DS_PAIS, Nº ALUNOS ,DS_PAIS2,Qntd de Alunos,NOMESC3,Qntd por nacionalidade
ESTADUAL - SE,CAIEIRAS,CAIEIRAS,CAIEIRAS,8,901805,DR MARIO TOLEDO DE MORAES,Haiti,1,,,SEMIRAMIS PRADO DE OLIVEIRA PROFESSORA,1
ESTADUAL - SE,CAIEIRAS,CAIEIRAS,CAIEIRAS,8,901805,DR MARIO TOLEDO DE MORAES,Venezuela,1,,,AUREA MOREIRA RACHOU PROFESSORA,2
ESTADUAL - SE,CAIEIRAS,CAIEIRAS,CAIEIRAS,8,908381,ARMANDO SESTINI,Venezuela,1,,,DEOLINDO DE OLIVEIRA SANTOS CAPITAO,1
ESTADUAL - SE,CAIEIRAS,CAIEIRAS,CAIEIRAS,8,923138,ALFRIED THEODOR WEISZFLOG,Argentina,1,,,ESTEVES DA SILVA DOUTOR,1
ESTADUAL - SE,CAIEIRAS,CAIEIRAS,CAIEIRAS,8,923138,ALFRIED THEODOR WEISZFLOG,Bolívia,1,,,SUELI APARECIDA FIGUEIRA DOS SANTOS PROFESSORA,1
ESTADUAL - SE,CAIEIRAS,CAIEIRAS,CAIEIRAS,8,923138,ALFRIED THEODOR WEISZFLOG,Venezuela,1,,,DIONISIA BUENO VELLOSO PROFESSORA,2
ESTADUAL - SE,CAIEIRAS,CAJAMAR,CAJAMAR,8,5538,SUZANA DIAS,Haiti,5,,,IDALINA DO AMARAL GRACA,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,5502,BELEM DA SERRA,Haiti,6,,,MARIA ALICE ALVES PEREIRA,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,5770,CELESTINA VALENTE LENGENFELDER PROFA,Colômbia,1,,,CEEJA DE CARAPICUIBA,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,5770,CELESTINA VALENTE LENGENFELDER PROFA,"Dominicana, República",1,,,CEL JTO A EE WILLIAN RODRIGUES REBUA,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,5770,CELESTINA VALENTE LENGENFELDER PROFA,Haiti,1,,,CIDADE ARISTON ESTELA AZEVEDO VI,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,5770,CELESTINA VALENTE LENGENFELDER PROFA,Paraguai,1,,,MARIA ALICE CRISSIUMA MESQUITA DONA,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,38349,ROGERIO LEVORIN PROF,Bolívia,1,,,FLORA STELLA PROFESSORA,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,38349,ROGERIO LEVORIN PROF,Haiti,2,,,BENEDITO DE LIMA TUCUNDUVA DOUTOR,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,38349,ROGERIO LEVORIN PROF,Venezuela,1,,,ESMERALDA BECKER FREIRE DE CARVALHO PROFESSORA,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,41853,AFONSO MORENO,Bolívia,1,,,JOSUE MATTOS DE AGUIAR,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,44957,VINCENZO LOBASSI,Bolívia,3,,,MARISE DA COSTA CORREA DE OLIVEIRA PROFESSORA,3
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,44957,VINCENZO LOBASSI,Haiti,1,,,OSVALDO ELCI PROFESSOR,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,48781,ULYSSES SANCHES RAMIRES PROF,Argentina,2,,,RICARDINA CAMPELLO FONSECA RODRIGUES,3
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,48781,ULYSSES SANCHES RAMIRES PROF,Bolívia,3,,,MARIO SALES SOUTO ENGENHEIRO,7
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,48781,ULYSSES SANCHES RAMIRES PROF,Haiti,1,,,HADLA FERES PROFESSORA,3
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,288408,CHACARA CAMPONESA JARDIM VASSOURAS,Argentina,1,,,IGNEZ DOS SANTOS SILVA,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,288408,CHACARA CAMPONESA JARDIM VASSOURAS,Bolívia,1,,,TOUFIC JOULIAN,4
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,906232,LYDIA SCALET WALKER PROFA,Argentina,1,,,AMOS MEUCCI,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,906232,LYDIA SCALET WALKER PROFA,Bolívia,3,,,VICTORIO FORNASARO,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,913443,JOSE DE BARROS MARTINS EDITOR,Haiti,2,,,DIVA DA CUNHA BARRA PROFESSORA,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,915233,BUENO DE AZEVEDO FILHO PROF,Bolívia,2,,,WILLIAN RODRIGUES REBUA PROFESSOR,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,915233,BUENO DE AZEVEDO FILHO PROF,Japão,1,,,EDGARD DE MOURA BITTENCOURT DESEMBARGADOR,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,916869,LENITA CORREA CAMARGO PROFA,Bolívia,1,,,MANOEL DA CONCEICAO SANTOS PROFESSOR,4
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,916869,LENITA CORREA CAMARGO PROFA,Haiti,2,,,CECILIA DA PALMA VALENTIM SARDINHA PROFESSORA,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,916869,LENITA CORREA CAMARGO PROFA,Paraguai,1,,,FRANCISCO RIBEIRO ROSA PROFESSOR,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,921026,PEDRO PAULO DE AGUIAR,Bolívia,8,,,CELSO PACHECO BENTIN PROFESSOR,5
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,923114,JARDIM DAS ROSAS,Haiti,8,,,REGINA HALEPIAN ANTUNES PROFESSORA,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,923631,APARECIDO ROBERTO TONELLOTTI PROFESSOR,Bolívia,1,,,DIDITA CARDOSO ALVES PROFESSORA,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,923631,APARECIDO ROBERTO TONELLOTTI PROFESSOR,Haiti,10,,,SALOMAO JORGE DEPUTADO,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,923631,APARECIDO ROBERTO TONELLOTTI PROFESSOR,Paraguai,1,,,RICARDO ANTONIO PECCHIO PROFESSOR,3
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,924167,PARQUE CENTO E VINTE II,Argentina,1,,,ODETTE ALGODOAL LANZARA PROFESSORA,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,924167,PARQUE CENTO E VINTE II,Bolívia,1,,,LUIZ PEREIRA SOBRINHO PROFESSOR,3
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,924167,PARQUE CENTO E VINTE II,Haiti,1,,,JOSE BENICIO DOS SANTOS,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,924532,JARDIM SILVIA II,Bolívia,6,,,JORGE JULIAN,1
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,924532,JARDIM SILVIA II,Japão,1,,,DERVILLE ALLEGRETTI DEPUTADO,2
ESTADUAL - SE,CAIEIRAS,FRANCISCO MORATO,FRANCISCO MORATO,8,924532,JARDIM SILVIA II,Peru,1,,,MARIA MARQUES DE NORONHA PROFESSORA,1
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,5678,ISAURA DE MIRANDA BOTTO PROFA,Haiti,3,,,NIDELSE MARTINS DE ALMEIDA PROFESSORA,2
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,5691,RITUCO MITANI PROFA,"Dominicana, República",1,,,BASILIO BOSNIAC,2
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,5691,RITUCO MITANI PROFA,Haiti,1,,,CELESTINO CORREIA PINA PROFESSOR,2
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,5708,DOMINGOS CAMBIAGHI PROF,Bolívia,1,,,ELISABETH SILVA DE ARAUJO PROFESSORA,2
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,5708,DOMINGOS CAMBIAGHI PROF,Haiti,1,,,APARECIDA DE FATIMA SILVA PROFESSORA,4
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,5712,BENEDITO FAGUNDES MARQUES,Colômbia,2,,,ANA RODRIGUES DE LISO,7
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,5712,BENEDITO FAGUNDES MARQUES,Japão,2,,,CICERO BARCALA JUNIOR,2
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,5769,IRACI SARTORI VIEIRA DA SILVA PROFA,Venezuela,2,,,PAULO IDEVAR FERRAREZI SUPERVISOR,3
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,50428,KATIA MARIA TARIFA LEME TONELLI PROFA,Haiti,2,,,OLIVEIRA RIBEIRO NETO,2
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,406806,PEDRO LELIS DE SOUZA PREFEITO,Venezuela,2,,,MARIA DE LOURDES TEIXEIRA,2
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,902676,PAULO DUARTE,Argentina,1,,,ADALBERTO MECCA SAMPAIO PROFESSOR,1
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,902676,PAULO DUARTE,Bolívia,4,,,ANDREI SAKHAROV,2
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,902676,PAULO DUARTE,Haiti,2,,,ZILDA DOMINGOS DE OLIVEIRA,5
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,910636,BENEDITO APARECIDO TAVARES PROF,Bolívia,1,,,JOSE MARIA PEREZ FERREIRA PROFESSOR,3
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,923643,JOCIMARA VIEIRA DA SILVA PROFA,Haiti,2,,,ANTONIO DE OLIVEIRA GODINHO PADRE,2
ESTADUAL - SE,CAIEIRAS,FRANCO DA ROCHA,FRANCO DA ROCHA,8,925482,ZILTON BICUDO PROF,Bolívia,6,,,ALICE MARIA DA SILVA FERREIRA,1
ESTADUAL - SE,CAIEIRAS,JORDANESIA,CAJAMAR,8,5548,WALTER RIBAS DE ANDRADE PROF EE,Haiti,2,,,NATALINO FIDENCIO PROFESSOR,2
ESTADUAL - SE,CAIEIRAS,JORDANESIA,CAJAMAR,8,902330,ELCIO JOSE PEREIRA COTRIM PROF,Espanha,1,,,ANDRE FRANCO MONTORO GOVERNADOR,3
ESTADUAL - SE,CAIEIRAS,JORDANESIA,CAJAMAR,8,902330,ELCIO JOSE PEREIRA COTRIM PROF,Haiti,1,,,VILA DIRCE II,1
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,5642,NIDE ZAIM CARDOSO PROFA,Bolívia,2,,,MARIA HELENA MARDEGAN SCABELLO PROFESSORA,3
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,5642,NIDE ZAIM CARDOSO PROFA,Venezuela,1,,,ROQUE CELESTINO PIRES,1
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,5685,HERMELINA DE ALBUQUERQUE PASSARELLA PROFA,Portugal,1,,,REPUBLICA DA COSTA RICA,2
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,5721,PEDRO GALRAO DO NASCIMENTO,Bolívia,1,,,SIDRONIA NUNES PIRES,2
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,5733,ODARICO OLIVEIRA NASCIMENTO PROF,Bolívia,3,,,CARLOS FERREIRA DE MORAES PROFESSOR,1
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,5745,PIETRO PETRI,Venezuela,6,,,ANTONIETA DI LASCIO OZEKI PROFESSORA,1
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,39445,OZILDE ALBUQUERQUE PASSARELLA DR,Venezuela,1,,,JARDIM SANTA ANGELA,1
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,902378,JOSE ROBERTO MELCHIOR DR,Venezuela,1,,,IDOMINEU ANTUNES CALDEIRA,5
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,902652,BAIRRO JUNDIAIZINHO,Venezuela,1,,,ZACARIAS ANTONIO DA SILVA,1
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,904934,NAIR HANNICKEL ROMARO,Venezuela,5,,,JOSE BARRETO PROFESSOR,1
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,908423,CARLOS AUGUSTO DE PADUA FLEURY PROF,Bolívia,1,,,ODAIR PACHECO PEDROSO PROFESSOR,1
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,908423,CARLOS AUGUSTO DE PADUA FLEURY PROF,Haiti,1,,,ANA MACIEIRA DE OLIVEIRA,1
ESTADUAL - SE,CAIEIRAS,MAIRIPORA,MAIRIPORA,8,908423,CARLOS AUGUSTO DE PADUA FLEURY PROF,Venezuela,2,,,ARY BOUZAN PROFESSOR,1
ESTADUAL - SE,CAIEIRAS,POLVILHO,CAJAMAR,8,5551,JOAQUIM MARQUES DA SILVA SOBRINHO TTE,Bolívia,2,,,ROBERTO CORTE REAL JORNALISTA,1
ESTADUAL - SE,CAIEIRAS,POLVILHO,CAJAMAR,8,38337,ANA MARIA GARRIDO ORLANDIN PROFA,Argentina,1,,,KENKITI SIMOMOTO,3
ESTADUAL - SE,CAIEIRAS,POLVILHO,CAJAMAR,8,38337,ANA MARIA GARRIDO ORLANDIN PROFA,Bolívia,1,,,ERNESTO CAETANO DE SOUZA TENENTE,1
ESTADUAL - SE,CAIEIRAS,POLVILHO,CAJAMAR,8,38337,ANA MARIA GARRIDO ORLANDIN PROFA,Haiti,7,,,CONCEICAO DA COSTA NEVES DEPUTADA,2
ESTADUAL - SE,CAIEIRAS,POLVILHO,CAJAMAR,8,38337,ANA MARIA GARRIDO ORLANDIN PROFA,Venezuela,1,,,FERNAO DIAS PAES LEME,1
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,18521,GERALDO DE REZENDE BARAO,Haiti,1,,,ROQUE SAVIOLI,1
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,18521,GERALDO DE REZENDE BARAO,Moçambique,1,,,JOAQUIM ALVES FIGUEIREDO,1
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,18521,GERALDO DE REZENDE BARAO,Nigéria,1,,,BARAO DO RIO BRANCO,1
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,18521,GERALDO DE REZENDE BARAO,Paquistão,2,,,NICOLA MASTROCOLA,2
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,18521,GERALDO DE REZENDE BARAO,Venezuela,1,,,PAULO DE LIMA CORREA,1
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,18582,JOSE PEDRO DE OLIVEIRA,Bolívia,2,,,IZABEL LERRO ORTENBLAD,1
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,18582,JOSE PEDRO DE OLIVEIRA,Haiti,1,,,GIUSEPPE FORMIGONI,1
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,18582,JOSE PEDRO DE OLIVEIRA,Nigéria,2,,,ALARICO SILVEIRA DOUTOR,2
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,18582,JOSE PEDRO DE OLIVEIRA,Paquistão,2,,,PEDRO II,2
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,18582,JOSE PEDRO DE OLIVEIRA,Peru,2,,,DEODORO MARECHAL,8
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,18867,FRANCISCO ALVARES PROFESSOR,Venezuela,2,,,PRUDENTE DE MORAES,13
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,42651,HILTON FEDERICI PROFESSOR,Bolívia,2,,,CENTRO DE ATEND SOCIO EDUC AO ADOLESC RUTH PISTORI CIP,1
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,42651,HILTON FEDERICI PROFESSOR,China,1,,,ROMAO PUIGARI,15
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,42651,HILTON FEDERICI PROFESSOR,Haiti,7,,,ANTONIO FIRMINO DE PROENCA PROF,10
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,42651,HILTON FEDERICI PROFESSOR,Moçambique,1,,,EDUARDO PRADO,16
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,42651,HILTON FEDERICI PROFESSOR,Portugal,2,,,ANCHIETA PADRE,17
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,42651,HILTON FEDERICI PROFESSOR,Venezuela,2,,,GIANFRANCESCO S B M GUARNIERI,11
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,907364,MARIA ALICE COLEVATI RODRIGUES PROFESSORA,Haiti,3,,,BENEDITO TOLOSA PROFESSOR,4
ESTADUAL - SE,CAMPINAS LESTE,BARAO DE GERALDO,CAMPINAS,8,907364,MARIA ALICE COLEVATI RODRIGUES PROFESSORA,Venezuela,2,,,ARY BARROSO,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,3,980122,CEEJA JEANETTE ANDRADE GODOY AGUILA MARTINS PROFESSORA,Argélia,1,,,PEDRO MONTEIRO DO AMARAL CAPITAO,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,3,980122,CEEJA JEANETTE ANDRADE GODOY AGUILA MARTINS PROFESSORA,Bolívia,1,,,MANUEL DA NOBREGA PADRE,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,3,980122,CEEJA JEANETTE ANDRADE GODOY AGUILA MARTINS PROFESSORA,Haiti,1,,,AUGUSTO MEIRELLES REIS FILHO PROFESSOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,3,980122,CEEJA JEANETTE ANDRADE GODOY AGUILA MARTINS PROFESSORA,Peru,1,,,JOSE CARLOS DIAS PROFESSOR,5
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,3,980158,CEEJA PAULO DECOURT,Angola,2,,,COLOMBO DE ALMEIDA PROFESSOR,5
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,3,980158,CEEJA PAULO DECOURT,Haiti,1,,,JOAQUIM LEME DO PRADO PROFESSOR,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,3,980158,CEEJA PAULO DECOURT,Venezuela,1,,,MARINA CINTRA PROFESSORA,10
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18065,CASTORINA CAVALHEIRO DONA,Bangladesh,1,,,CAETANO DE CAMPOS CONSOLACAO,7
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18065,CASTORINA CAVALHEIRO DONA,Haiti,2,,,MATILDE MACEDO SOARES,4
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18065,CASTORINA CAVALHEIRO DONA,Paraguai,1,,,ANTOINE DE SAINT EXUPERY,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18065,CASTORINA CAVALHEIRO DONA,Síria,2,,,ANGELINA MADUREIRA PROFESSORA,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18065,CASTORINA CAVALHEIRO DONA,Turquia,1,,,TAUNAY VISCONDE DE,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18065,CASTORINA CAVALHEIRO DONA,Venezuela,7,,,LUIZ GONZAGA RIGHINI PROFESSOR,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18200,ANA RITA GODINHO POUSA PROFESSORA,Colômbia,1,,,MARIO TEIXEIRA MARIANO PROFESSOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18200,ANA RITA GODINHO POUSA PROFESSORA,Venezuela,4,,,TARCISIO ALVARES LOBO,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18211,JOSE VILAGELIN NETO PROFESSOR,Cuba,1,,,JOAQUIM NABUCO,4
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18235,JOAO LOURENCO RODRIGUES PROFESSOR,Cuba,1,,,DULCE FERREIRA BOARIN PROFESSORA,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18247,FRANCISCO GLICERIO,Síria,1,,,PAULO SETUBAL,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18247,FRANCISCO GLICERIO,Venezuela,4,,,PAULO LUIG FREI,16
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18260,ADALBERTO PRADO E SILVA PROFESSOR,Estados Unidos da América,1,,,ORESTES GUIMARAES,19
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18260,ADALBERTO PRADO E SILVA PROFESSOR,Haiti,2,,,MISS BROWNE,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18284,ADALBERTO NASCIMENTO,Colômbia,1,,,FARIA LIMA BRIGADEIRO,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18284,ADALBERTO NASCIMENTO,Irão,1,,,MARIA AUGUSTA SARAIVA DOUTORA,13
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18296,JOAO NERY DOM,Venezuela,1,,,PAULO MACHADO DE CARVALHO,5
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18302,CARLOS GOMES,Bangladesh,1,,,ANTONIO PRADO CONSELHEIRO,12
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18302,CARLOS GOMES,Bolívia,2,,,CANUTO DO VAL,8
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18302,CARLOS GOMES,Cuba,2,,,JOAO KOPKE,13
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18302,CARLOS GOMES,Egipto,1,,,ARTHUR GUIMARAES,9
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18302,CARLOS GOMES,Japão,1,,,FIDELINO DE FIGUEIREDO PROFESSOR,13
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18302,CARLOS GOMES,Nigéria,1,,,CEL JTO A EE BUENOS AIRES,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18302,CARLOS GOMES,Síria,2,,,FRONTINO GUIMARAES,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18302,CARLOS GOMES,Venezuela,3,,,ROMULO PERO PROFESSOR,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18314,ANIBAL DE FREITAS PROFESSOR,Venezuela,2,,,OCTAVIO MENDES DOUTOR,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18338,GUSTAVO MARCONDES,Venezuela,4,,,ANTONIO LISBOA PROFESSOR,4
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18351,OROSIMBO MAIA,Colômbia,1,,,ANTONIO VIEIRA PADRE,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18351,OROSIMBO MAIA,Venezuela,2,,,HOMEM DE MELLO BARAO,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18387,REGINA COUTINHO NOGUEIRA,Venezuela,3,,,BUENOS AIRES,3
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18399,JOAQUIM FERREIRA LIMA PROFESSOR,Venezuela,2,,,REPUBLICA DA BOLIVIA,1
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18429,BENEDITO SAMPAIO PROFESSOR,Cuba,1,,,EXPEDICIONARIO BRASILEIRO,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18454,FABIO FARIA DE SYLLOS PROFESSOR,Colômbia,3,,,DAILY RESENDE FRANCA PROFESSOR,4
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18454,FABIO FARIA DE SYLLOS PROFESSOR,Cuba,3,,,SAO PAULO,2
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18512,MALLET MARECHAL,Itália,2,,,TOLEDO BARBOSA,9
ESTADUAL - SE,CAMPINAS LESTE,CAMPINAS LESTE,CAMPINAS,8,18512,MALLET MARECHAL,Venezuela,2,,,NARBAL FONTES PROFESSORA,4
